Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
399,Mohammed Salisu,gh GHA,DF,Southampton,23-277,1999,18.0,18,1.00,12,4,1,1,0,0,2,0.11,1,1,0,0,0,0,Matches,0b33f6ad
400,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-089,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1b4f1169
401,Davinson Sánchez,co COL,DF,Tottenham,26-221,1996,6.2,4,0.65,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,da7b447d
402,Robert Sánchez,es ESP,GK,Brighton,25-062,1997,18.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a713852
403,Jadon Sancho,eng ENG,FW,Manchester Utd,22-300,2000,7.9,29,3.66,28,0,1,0,0,0,4,0.50,3,0,1,0,0,0,Matches,dbf053da
404,Morgan Sanson,fr FRA,MF,Aston Villa,28-154,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6e7f1353
405,Jeremy Sarmiento,ec ECU,MF,Brighton,20-217,2002,1.5,4,2.75,2,0,0,1,1,0,1,0.69,1,0,0,0,0,0,Matches,ac0d576d
406,Gianluca Scamacca,it ITA,FW,West Ham,24-018,1999,10.3,24,2.33,20,0,1,2,0,1,1,0.10,1,0,0,0,0,0,Matches,8790f988
407,Gustavo Scarpa,br BRA,MF,Nott'ham Forest,29-014,1994,0.8,5,6.08,2,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches,2964fd20
408,Kevin Schade,de GER,FW,Brentford,21-053,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,52afb588
409,Fabian Schär,ch SUI,DF,Newcastle Utd,31-030,1991,17.8,32,1.80,23,0,2,5,1,1,1,0.06,1,0,0,0,0,0,Matches,c8aa95da
410,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,30-027,1992,15.7,23,1.46,19,0,1,2,1,0,2,0.13,1,0,0,0,1,0,Matches,3312f911
411,Nélson Semedo,pt POR,DF,Wolves,29-064,1993,11.2,17,1.52,15,0,0,2,0,0,2,0.18,2,0,0,0,0,0,Matches,d04b94db
412,Marcos Senesi,ar ARG,DF,Bournemouth,25-254,1997,14.3,8,0.56,7,1,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,35141f4c
413,Ryan Sessegnon,eng ENG,DF,Tottenham,22-246,2000,8.7,23,2.66,16,0,0,5,1,1,2,0.23,1,0,0,1,0,0,Matches,6aa3e78b
414,Luke Shaw,eng ENG,DF,Manchester Utd,27-191,1995,13.7,32,2.34,28,1,0,1,2,0,3,0.22,3,0,0,0,0,0,Matches,9c94165b
415,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30-326,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3727dd3c
416,Bernardo Silva,pt POR,MFFW,Manchester City,28-162,1994,14.5,51,3.53,43,1,3,1,3,0,9,0.62,8,0,0,0,1,0,Matches,3eb22ec9
417,Thiago Silva,br BRA,DF,Chelsea,38-119,1984,16.9,10,0.59,9,1,0,0,0,0,2,0.12,2,0,0,0,0,0,Matches,86e7deaf
418,Ellis Simms,eng ENG,FW,Everton,22-014,2001,0.2,1,5.29,1,0,0,0,0,0,1,5.29,1,0,0,0,0,0,Matches,26d3b5be
419,Luis Sinisterra,co COL,FW,Leeds United,23-216,1999,5.0,21,4.17,17,0,1,1,2,0,1,0.20,0,0,1,0,0,0,Matches,8e16dd48
420,Oliver Skipp,eng ENG,MF,Tottenham,22-125,2000,2.2,4,1.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6250083a
421,Adam Smith,eng ENG,DF,Bournemouth,31-265,1991,17.2,14,0.81,12,1,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,20b104bc
422,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22-175,2000,0.6,3,5.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17695062
423,Cédric Soares,pt POR,DF,Arsenal,31-141,1991,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,839c14e1
424,Dominic Solanke,eng ENG,FWMF,Bournemouth,25-127,1997,14.9,24,1.61,15,0,3,5,1,0,7,0.47,5,0,0,2,0,0,Matches,e77dc3b2
425,Manor Solomon,il ISR,FW,Fulham,23-179,1999,0.4,1,2.73,1,0,0,0,0,0,1,2.73,1,0,0,0,0,0,Matches,886f9aac
426,Tomáš Souček,cz CZE,MF,West Ham,27-326,1995,17.1,34,1.98,28,0,0,5,0,1,1,0.06,1,0,0,0,0,0,Matches,6613c819
427,Boubakary Soumaré,fr FRA,MF,Leicester City,23-326,1999,9.3,5,0.54,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ae59b359
428,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-241,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,21166ff4
429,Djed Spence,eng ENG,FWDF,Tottenham,22-163,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9bc9a519
430,Jack Stacey,eng ENG,DF,Bournemouth,26-288,1996,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,558807c0
431,Junior Stanislas,eng ENG,MF,Bournemouth,33-054,1989,0.7,4,5.90,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6992791d
432,Jay Stansfield,eng ENG,FW,Fulham,20-056,2002,1.0,4,4.14,1,0,0,2,1,0,1,1.03,0,0,0,1,0,0,Matches,b2626673
433,Jack Stephens,eng ENG,DF,Southampton,28-357,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6adbc307
434,Jack Stephens,eng ENG,DF,Bournemouth,28-357,1994,1.0,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6adbc307
435,Raheem Sterling,eng ENG,FWMF,Chelsea,28-042,1994,12.4,39,3.15,35,0,1,1,2,0,2,0.16,2,0,0,0,0,0,Matches,b400bde0
436,John Stones,eng ENG,DF,Manchester City,28-236,1994,11.1,10,0.90,6,1,0,3,0,0,2,0.18,1,0,0,1,0,0,Matches,5eecec3d
437,Pascal Struijk,nl NED,DF,Leeds United,23-161,1999,16.7,27,1.62,20,3,0,3,0,1,2,0.12,0,0,0,2,0,0,Matches,f4d296e4
438,Crysencio Summerville,nl NED,FW,Leeds United,21-081,2001,6.2,20,3.24,13,0,0,1,5,1,2,0.32,1,0,0,0,1,0,Matches,df04eb4b
439,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-175,1998,2.6,3,1.17,3,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches,b017b770
440,Japhet Tanganga,eng ENG,DF,Tottenham,23-294,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e9971f2d
441,Matt Targett,eng ENG,DF,Newcastle Utd,27-123,1995,4.7,13,2.75,10,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e514ab62
442,James Tarkowski,eng ENG,DF,Everton,30-061,1992,19.0,11,0.58,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,15ea812b
443,Marcus Tavernier,eng ENG,MFFW,Bournemouth,23-303,1999,14.3,34,2.39,21,7,2,2,2,0,7,0.49,3,2,0,2,0,0,Matches,5c0da4a4
444,Kenny Tete,nl NED,DF,Fulham,27-102,1995,12.9,23,1.79,20,2,0,0,1,0,6,0.47,6,0,0,0,0,0,Matches,77d7c96f
445,Luke Thomas,eng ENG,DF,Leicester City,21-223,2001,6.6,11,1.68,8,2,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches,fc027d02
446,Youri Tielemans,be BEL,MF,Leicester City,25-257,1997,16.3,54,3.31,46,1,1,5,1,0,2,0.12,2,0,0,0,0,0,Matches,56f7a928
447,Kieran Tierney,sct SCO,DF,Arsenal,25-228,1997,5.2,9,1.73,8,0,0,1,0,0,2,0.38,2,0,0,0,0,0,Matches,fce2302c
448,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-153,1995,6.8,17,2.50,12,3,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,a105d46a
449,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-075,1998,5.1,6,1.17,5,1,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,b3af9be1
450,James Tomkins,eng ENG,DF,Crystal Palace,33-296,1989,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e7ca0439
451,Ivan Toney,eng ENG,FW,Brentford,26-309,1996,16.9,35,2.07,19,2,3,3,8,0,6,0.36,2,0,1,0,3,0,Matches,e09f279b
452,Adama Traoré,es ESP,FWMF,Wolves,26-359,1996,8.5,22,2.60,18,0,1,1,2,0,2,0.24,1,0,0,1,0,0,Matches,9a28eba4
453,Boubacar Traoré,ml MLI,MF,Wolves,21-152,2001,4.3,6,1.41,6,0,0,0,0,0,2,0.47,2,0,0,0,0,0,Matches,999ceb5f
454,Mark Travers,ie IRL,GK,Bournemouth,23-246,1999,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fe558029
455,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-122,1990,18.7,91,4.86,43,45,0,1,1,1,7,0.37,6,1,0,0,0,0,Matches,21512407
456,Leandro Trossard,be BEL,FWMF,Brighton,28-046,1994,14.6,50,3.42,39,0,6,4,1,0,8,0.55,5,0,2,0,1,0,Matches,38ceb24a
457,Kostas Tsimikas,gr GRE,DF,Liverpool,26-252,1996,4.9,19,3.87,6,11,0,2,0,0,3,0.61,2,1,0,0,0,0,Matches,f315ca93
458,Deniz Undav,de GER,FWMF,Brighton,26-184,1996,1.1,3,2.67,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,dd549382
459,Yan Valery,tn TUN,DF,Southampton,23-331,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,531a4aa8
460,Virgil van Dijk,nl NED,DF,Liverpool,31-195,1991,16.5,10,0.61,9,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,e06683ca
461,Raphaël Varane,fr FRA,DF,Manchester Utd,29-269,1993,11.4,6,0.52,4,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,9f8e9423
462,Jamie Vardy,eng ENG,FW,Leicester City,36-008,1987,11.7,16,1.37,13,0,1,2,0,0,5,0.43,5,0,0,0,0,0,Matches,45963054
463,Joël Veltman,nl NED,DF,Brighton,31-004,1992,12.6,16,1.27,13,2,0,0,0,1,2,0.16,2,0,0,0,0,0,Matches,dad4b285
464,Fabio Vieira,pt POR,MFFW,Arsenal,22-234,2000,2.8,9,3.24,6,1,1,1,0,0,2,0.72,2,0,0,0,0,0,Matches,6412cc03
465,Rúben Vinagre,pt POR,DFMF,Everton,23-285,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b937e490
466,Carlos Vinícius,br BRA,FW,Fulham,27-300,1995,4.7,6,1.27,6,0,0,0,0,0,2,0.42,2,0,0,0,0,0,Matches,8b529245
467,Theo Walcott,eng ENG,FWMF,Southampton,33-309,1989,1.3,2,1.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1ecb65be
468,Kyle Walker,eng ENG,DF,Manchester City,32-236,1990,7.7,11,1.42,11,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,86dd77d1
469,Kyle Walker-Peters,eng ENG,DF,Southampton,25-281,1997,14.6,27,1.85,19,2,3,2,1,0,2,0.14,1,1,0,0,0,0,Matches,984a5a64
470,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-054,1997,4.8,10,2.08,10,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,9e525177
471,Danny Ward,wls WAL,GK,Leicester City,29-211,1993,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d3ce0e89
472,Joel Ward,eng ENG,DF,Crystal Palace,33-082,1989,13.6,7,0.51,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,8a7ff278
473,James Ward-Prowse,eng ENG,MF,Southampton,28-079,1994,19.0,62,3.26,30,30,1,1,0,0,5,0.26,2,1,1,1,0,0,Matches,3515d404
474,Ollie Watkins,eng ENG,FW,Aston Villa,27-020,1995,16.1,37,2.30,28,0,2,5,2,0,9,0.56,5,0,1,3,0,0,Matches,aed3a70f
475,Adam Webster,eng ENG,DF,Brighton,28-015,1995,13.0,10,0.77,9,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,c40b6180
476,Wout Weghorst,nl NED,FW,Manchester Utd,30-165,1992,0.8,3,3.97,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,c4e87b8b
477,Danny Welbeck,eng ENG,FW,Brighton,32-054,1990,11.3,25,2.20,18,0,1,1,4,1,7,0.62,4,0,1,0,2,0,Matches,ce5143da
478,Ben White,eng ENG,DF,Arsenal,25-103,1997,16.3,33,2.03,26,6,0,0,1,0,7,0.43,6,1,0,0,0,0,Matches,35e413f1
479,Harvey White,eng ENG,MF,Tottenham,21-122,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4d90ce8c
480,Neco Williams,wls WAL,DF,Nott'ham Forest,21-281,2001,12.3,27,2.19,17,4,3,1,0,2,2,0.16,1,0,0,1,0,0,Matches,dd323728
481,Willian,br BRA,FW,Fulham,34-163,1988,10.8,50,4.62,37,6,1,3,2,1,8,0.74,5,1,1,1,0,0,Matches,8b9ebd03
482,Joe Willock,eng ENG,MF,Newcastle Utd,23-152,1999,15.7,43,2.73,35,0,2,3,2,1,3,0.19,2,0,0,1,0,0,Matches,a3b03921
483,Callum Wilson,eng ENG,FW,Newcastle Utd,30-326,1992,10.8,22,2.04,13,0,2,4,3,0,5,0.46,3,0,0,2,0,0,Matches,c596fcb0
484,Harry Wilson,wls WAL,FW,Fulham,25-303,1997,3.6,5,1.38,3,0,1,0,1,0,1,0.28,0,0,0,0,1,0,Matches,c6dc9ecd
485,Yoane Wissa,cd COD,FW,Brentford,26-138,1996,9.2,19,2.07,14,0,0,0,3,2,4,0.44,2,0,0,0,1,1,Matches,2500cef9
486,Maximilian Wöber,at AUT,DF,Leeds United,24-349,1998,0.3,1,3.75,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4b803b3c
487,Chris Wood,nz NZL,FW,Newcastle Utd,31-043,1991,5.0,5,1.01,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,4e9a0555
488,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-009,1997,12.0,5,0.42,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a5212312
489,Granit Xhaka,ch SUI,MF,Arsenal,30-114,1992,17.0,60,3.54,54,1,2,2,1,0,8,0.47,8,0,0,0,0,0,Matches,e61b8aee
490,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-059,1997,15.0,20,1.34,14,0,0,4,2,0,2,0.13,0,0,0,2,0,0,Matches,c1fe2a48
491,Ashley Young,eng ENG,DF,Aston Villa,37-194,1985,11.6,28,2.41,25,2,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches,be927d03
492,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,30-070,1992,17.7,62,3.49,41,0,7,2,12,0,6,0.34,5,0,0,1,0,0,Matches,b2bc3b1f
493,Denis Zakaria,ch SUI,MF,Chelsea,26-060,1996,3.2,2,0.63,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,384d58d9
494,Jordan Zemura,zw ZIM,DF,Bournemouth,23-066,1999,10.5,19,1.81,14,0,4,0,1,0,1,0.10,1,0,0,0,0,0,Matches,e8271ad9
495,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-035,1996,9.0,14,1.55,12,0,0,0,1,1,1,0.11,1,0,0,0,0,0,Matches,51cf8561
496,Hakim Ziyech,ma MAR,FWMF,Chelsea,29-306,1993,3.8,16,4.26,14,1,0,0,1,0,1,0.27,1,0,0,0,0,0,Matches,6622454d
497,Kurt Zouma,fr FRA,DF,West Ham,28-084,1994,13.2,3,0.23,3,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,ce4246f5
498,Martin Ødegaard,no NOR,MF,Arsenal,24-033,1998,15.9,79,4.98,54,13,2,6,3,1,9,0.57,8,0,0,1,0,0,Matches,79300479
