Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
1,Brenden Aaronson,us USA,MFFW,Leeds United,22-089,2000,16.7,61,3.66,40,10,4,2,4,1,5,0.30,3,0,0,1,0,1,Matches,5bc43860
2,Che Adams,sct SCO,FW,Southampton,26-190,1996,15.8,42,2.66,33,1,1,4,3,0,5,0.32,3,0,0,0,2,0,Matches,f2bf1b0f
3,Tyler Adams,us USA,MF,Leeds United,23-339,1999,16.0,31,1.94,30,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches,2b09d998
4,Tosin Adarabioyo,eng ENG,DF,Fulham,25-117,1997,12.2,5,0.41,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c81d773d
5,Nayef Aguerd,ma MAR,DF,West Ham,26-295,1996,2.8,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,288e1e13
6,Rayan Aït Nouri,fr FRA,DF,Wolves,21-227,2001,8.6,23,2.67,15,2,4,1,1,0,0,0.00,0,0,0,0,0,0,Matches,9b398aea
7,Kristoffer Ajer,no NOR,DF,Brentford,24-277,1998,6.5,4,0.62,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a8c0acb7
8,Manuel Akanji,ch SUI,DF,Manchester City,27-184,1995,11.3,14,1.24,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,89ac64a6
9,Nathan Aké,nl NED,DF,Manchester City,27-335,1995,10.3,11,1.06,8,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,eaeca114
10,Marc Albrighton,eng ENG,FWMF,Leicester City,33-062,1989,2.0,7,3.48,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b827d5b3
11,Thiago Alcántara,es ESP,MF,Liverpool,31-283,1991,10.9,30,2.76,25,0,1,1,1,2,2,0.18,2,0,0,0,0,0,Matches,77e84962
12,Carlos Alcaraz,ar ARG,MF,Southampton,20-050,2002,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4abac767
13,Trent Alexander-Arnold,eng ENG,DF,Liverpool,24-104,1998,14.8,59,3.99,36,19,1,3,0,0,5,0.34,4,1,0,0,0,0,Matches,cd1acf9d
14,Alisson,br BRA,GK,Liverpool,30-109,1992,18.0,2,0.11,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,7a2e46a8
15,Dele Alli,eng ENG,MF,Everton,26-283,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cea4ee8f
16,Miguel Almirón,py PAR,FW,Newcastle Utd,28-343,1994,17.5,53,3.04,39,1,5,5,3,0,9,0.52,3,1,4,1,0,0,Matches,862a1c15
17,Julián Álvarez,ar ARG,FWMF,Manchester City,22-353,2000,4.1,13,3.18,10,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches,15ab5a2b
18,Daniel Amartey,gh GHA,DF,Leicester City,28-029,1994,14.2,14,0.99,14,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,1a4ef233
19,Joachim Andersen,dk DEN,DF,Crystal Palace,26-233,1996,16.4,10,0.61,9,1,0,0,0,0,1,0.06,0,1,0,0,0,0,Matches,e34fc66d
20,Elliot Anderson,sct SCO,FWMF,Newcastle Utd,20-074,2002,1.2,9,7.79,4,0,1,0,4,0,0,0.00,0,0,0,0,0,0,Matches,de31038e
21,Jaidon Anthony,eng ENG,MFFW,Bournemouth,23-049,1999,6.1,17,2.78,11,2,1,1,1,1,1,0.16,0,0,0,0,1,0,Matches,e4238fb1
22,Michail Antonio,jm JAM,FW,West Ham,32-297,1990,9.3,21,2.27,14,0,3,2,2,0,5,0.54,3,0,1,1,0,0,Matches,ac05f970
23,Antony,br BRA,FW,Manchester Utd,22-329,2000,8.4,28,3.32,25,0,1,1,1,0,1,0.12,1,0,0,0,0,0,Matches,99127249
24,Cameron Archer,eng ENG,FWMF,Aston Villa,21-182,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,05e8ca6d
25,Alphonse Areola,fr FRA,GK,West Ham,29-326,1993,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2f965a72
26,Joe Aribo,ng NGA,MFFW,Southampton,26-182,1996,12.0,26,2.16,22,0,1,1,1,1,1,0.08,0,0,1,0,0,0,Matches,328f7d51
27,Adam Armstrong,eng ENG,FW,Southampton,25-343,1997,10.4,18,1.73,17,0,0,0,1,0,1,0.10,1,0,0,0,0,0,Matches,68c720b5
28,Stuart Armstrong,sct SCO,MFFW,Southampton,30-295,1992,8.5,36,4.24,30,0,0,3,3,0,0,0.00,0,0,0,0,0,0,Matches,97333cf5
29,Kepa Arrizabalaga,es ESP,GK,Chelsea,28-108,1994,10.5,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28d596a0
30,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,33-215,1989,4.7,6,1.28,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,d5dd5f1f
31,Ludwig Augustinsson,se SWE,DF,Aston Villa,28-273,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9fec8860
32,Serge Aurier,ci CIV,DF,Nott'ham Forest,30-026,1992,9.7,10,1.03,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,5c2b4f07
33,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,25-160,1997,8.1,16,1.97,12,0,0,1,2,1,1,0.12,0,0,0,1,0,0,Matches,e5478b87
34,Jordan Ayew,gh GHA,FWMF,Crystal Palace,31-130,1991,13.8,39,2.82,24,0,6,4,4,1,3,0.22,1,0,0,1,1,0,Matches,da052c14
35,Luke Ayling,eng ENG,DF,Leeds United,31-147,1991,4.8,8,1.66,7,0,0,0,1,0,1,0.21,1,0,0,0,0,0,Matches,420d7c7d
36,César Azpilicueta,es ESP,DF,Chelsea,33-144,1989,10.9,17,1.56,17,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,53cad200
37,Benoît Badiashile,fr FRA,DF,Chelsea,21-299,2001,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,06df8256
38,Leon Bailey,jm JAM,FWMF,Aston Villa,25-163,1997,12.8,35,2.72,21,2,7,4,1,0,4,0.31,2,0,0,2,0,0,Matches,3a233281
39,Stefan Bajcetic,es ESP,MFFW,Liverpool,18-089,2004,0.4,3,7.11,2,0,1,0,0,0,1,2.37,0,0,1,0,0,0,Matches,32e8417f
40,Patrick Bamford,eng ENG,FW,Leeds United,29-136,1993,5.0,4,0.79,4,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches,93feac6e
41,Shandon Baptiste,gd GRN,MF,Brentford,24-286,1998,4.8,11,2.30,8,0,1,0,2,0,2,0.42,1,0,0,0,1,0,Matches,2886c9b5
42,Harvey Barnes,eng ENG,MFFW,Leicester City,25-041,1997,15.8,31,1.96,23,0,0,3,4,1,9,0.57,5,0,0,2,1,1,Matches,3ea50f67
43,Gavin Bazunu,ie IRL,GK,Southampton,20-333,2002,19.0,5,0.26,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c91441dc
44,Mads Bech Sørensen,dk DEN,DFMF,Brentford,24-012,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30db8574
45,Jan Bednarek,pl POL,DF,Southampton,26-282,1996,1.8,2,1.13,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4115ce4e
46,Jan Bednarek,pl POL,DF,Aston Villa,26-282,1996,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4115ce4e
47,Donny van de Beek,nl NED,MF,Manchester Utd,25-276,1997,1.9,6,3.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,50dc94ce
48,Asmir Begović,ba BIH,GK,Everton,35-213,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7b4de647
49,Armel Bella Kotchap,de GER,DF,Southampton,21-039,2001,11.4,9,0.79,5,0,1,1,2,0,1,0.09,1,0,0,0,0,0,Matches,a39d11bc
50,Saïd Benrahma,dz ALG,FWMF,West Ham,27-162,1995,10.8,52,4.80,38,1,8,4,1,0,1,0.09,1,0,0,0,0,0,Matches,5a04fd92
51,Rodrigo Bentancur,uy URU,MF,Tottenham,25-208,1997,13.1,31,2.36,24,0,1,2,1,3,5,0.38,2,0,0,1,0,2,Matches,3b8674e6
52,Owen Bevan,wls WAL,DF,Bournemouth,19-085,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,87966294
53,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22-294,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de40e38c
54,Philip Billing,dk DEN,MFFW,Bournemouth,26-222,1996,15.6,27,1.74,20,0,4,2,1,0,4,0.26,3,0,0,1,0,0,Matches,d328a254
55,Yves Bissouma,ml MLI,MF,Tottenham,26-142,1996,8.8,25,2.85,20,0,1,1,1,2,1,0.11,1,0,0,0,0,0,Matches,6c203af0
56,Willy Boly,ci CIV,DF,Nott'ham Forest,31-350,1991,4.7,4,0.85,4,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,a4ac4b8f
57,Sven Botman,nl NED,DF,Newcastle Utd,23-007,2000,15.7,13,0.83,10,0,0,3,0,0,1,0.06,0,0,0,1,0,0,Matches,ccce7025
58,Jarrod Bowen,eng ENG,FWMF,West Ham,26-030,1996,18.9,58,3.07,28,10,1,10,7,2,5,0.26,0,1,0,2,2,0,Matches,79c84d1c
59,Armando Broja,al ALB,FW,Chelsea,21-131,2001,3.3,4,1.22,2,0,0,0,2,0,2,0.61,1,0,0,0,1,0,Matches,97220da2
60,Lewis Brunt,eng ENG,DF,Leicester City,22-074,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a2081c6b
61,Bryan,es ESP,MFFW,Tottenham,21-342,2001,1.6,5,3.04,4,0,1,0,0,0,3,1.82,3,0,0,0,0,0,Matches,7b5ab7f2
62,Emi Buendía,ar ARG,MFFW,Aston Villa,26-025,1996,11.8,34,2.88,27,2,1,0,4,0,4,0.34,4,0,0,0,0,0,Matches,66b76d44
63,Hugo Bueno,es ESP,DF,Wolves,20-123,2002,8.2,19,2.31,15,3,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches,bfc3b3a0
64,Dan Burn,eng ENG,DF,Newcastle Utd,30-255,1992,17.6,14,0.80,12,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches,b2d31e83
65,Cafú,pt POR,MF,Nott'ham Forest,29-327,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,85322440
66,Moisés Caicedo,ec ECU,MF,Brighton,21-078,2001,16.8,37,2.20,35,0,0,2,0,0,3,0.18,3,0,0,0,0,0,Matches,16264a81
67,Tom Cairney,sct SCO,MF,Fulham,31-364,1991,4.9,23,4.66,18,2,1,1,0,1,1,0.20,1,0,0,0,0,0,Matches,a8748947
68,Duje Ćaleta-Car,hr CRO,DF,Southampton,26-124,1996,7.0,4,0.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,94f8d10c
69,Dominic Calvert-Lewin,eng ENG,FW,Everton,25-309,1997,6.4,10,1.55,7,0,3,0,0,0,1,0.16,0,0,1,0,0,0,Matches,59e6e5bf
70,Chem Campbell,wls WAL,FWMF,Wolves,20-020,2002,0.8,2,2.43,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6f711f67
71,João Cancelo,pt POR,DF,Manchester City,28-237,1994,14.2,39,2.76,30,0,2,5,1,1,6,0.42,5,0,1,0,0,0,Matches,bd6351cd
72,Thomas Cannon,ie IRL,FW,Everton,20-022,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4506aec5
73,Sergi Canós,es ESP,FWDF,Brentford,25-351,1997,0.9,3,3.51,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,1137759d
74,Diego Carlos,br BRA,DF,Aston Villa,29-310,1993,2.0,2,1.01,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b4a014b1
75,Fabio Carvalho,pt POR,MFFW,Liverpool,20-142,2002,3.7,9,2.40,5,0,0,2,2,0,2,0.53,1,0,0,1,0,0,Matches,966e28d0
76,Casemiro,br BRA,MF,Manchester Utd,30-330,1992,12.9,42,3.26,37,0,0,4,1,0,5,0.39,5,0,0,0,0,0,Matches,4d224fe8
77,Matty Cash,pl POL,DF,Aston Villa,25-165,1997,12.7,23,1.81,22,0,1,0,0,0,1,0.08,1,0,0,0,0,0,Matches,2389cdc2
78,Timothy Castagne,be BEL,DF,Leicester City,27-045,1995,17.2,25,1.45,23,1,0,0,0,1,2,0.12,2,0,0,0,0,0,Matches,197640fd
79,Jonny Castro,es ESP,DF,Wolves,28-322,1994,11.2,17,1.52,14,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches,e28868f3
80,Julio César Enciso,py PAR,FWMF,Brighton,18-361,2004,1.3,5,3.91,1,0,1,3,0,0,1,0.78,0,0,0,1,0,0,Matches,9cfbad36
81,Nathaniel Chalobah,eng ENG,MF,Fulham,28-038,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,422862ea
82,Trevoh Chalobah,eng ENG,DF,Chelsea,23-198,1999,9.9,4,0.40,3,0,0,1,0,0,1,0.10,1,0,0,0,0,0,Matches,5515376c
83,Calum Chambers,eng ENG,DFMF,Aston Villa,27-364,1995,1.2,1,0.82,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,dc6f5bdd
84,Ben Chilwell,eng ENG,DFMF,Chelsea,26-029,1996,4.7,6,1.28,5,0,0,0,1,0,3,0.64,2,0,0,0,1,0,Matches,d2424d1b
85,Ryan Christie,sct SCO,MFFW,Bournemouth,27-331,1995,10.2,26,2.55,19,1,1,2,3,0,1,0.10,1,0,0,0,0,0,Matches,26ce2263
86,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,19-091,2003,2.1,7,3.26,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,b2f9c73e
87,Bobby Clark,eng ENG,MF,Liverpool,17-346,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,73341ace
88,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31-289,1991,11.2,15,1.34,13,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,0442183b
89,Conor Coady,eng ENG,DF,Everton,29-328,1993,16.9,15,0.89,14,0,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches,2928dca2
90,Jack Colback,eng ENG,MF,Nott'ham Forest,33-087,1989,2.6,2,0.76,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,963a9201
91,Séamus Coleman,ie IRL,DF,Everton,34-100,1988,8.0,5,0.62,4,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches,0420d84f
92,Nathan Collins,ie IRL,DF,Wolves,21-264,2001,15.4,8,0.52,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches,a8c19eb8
